County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
Steuben,46,Finger Lakes,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,19.1,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",18.9 - < 20.4 : Q3,2,"(42.270053, -77.324618)"
Wayne,54,Finger Lakes,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,19.7,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",18.9 - < 20.4 : Q3,2,"(43.144336, -77.117995)"
Yates,57,Finger Lakes,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,19.1,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",18.9 - < 20.4 : Q3,2,"(42.634338, -77.078311)"
Finger Lakes,102,Finger Lakes,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,18,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
Dutchess,13,Hudson Valley,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,18.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(41.686216, -73.840468)"
Orange,33,Hudson Valley,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,17.5,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(41.422459, -74.241929)"
Putnam,37,Hudson Valley,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,17.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(41.41131, -73.717443)"
Rockland,39,Hudson Valley,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,16.9,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(41.127287, -74.017033)"
Sullivan,48,Hudson Valley,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,22.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",20.4 + : Q4,3,"(41.705166, -74.711705)"
Ulster,51,Hudson Valley,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,18.8,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(41.848374, -74.099412)"
Westchester,55,Hudson Valley,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,14,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(41.039278, -73.805386)"
Hudson Valley,106,Hudson Valley,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,16.3,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
Nassau,28,Nassau-Suffolk,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,16,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(40.715749, -73.601185)"
Suffolk,47,Nassau-Suffolk,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,17.5,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(40.820237, -73.119032)"
Nassau-Suffolk,108,Nassau-Suffolk,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,16.9,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
Broome,3,New York-Penn,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,18.6,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(42.122015, -75.933191)"
Chenango,8,New York-Penn,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,21.8,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",20.4 + : Q4,3,"(42.481798, -75.570013)"
Tioga,49,New York-Penn,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,18.1,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(42.120252, -76.29595)"
New York-Penn,104,New York-Penn,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,19.1,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
New York State (excludin,888,New York State,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,17.6,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
Albany,1,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,17.9,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(42.678066, -73.814233)"
Clinton,9,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,20.6,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",20.4 + : Q4,3,"(44.731944, -73.548883)"
Columbia,10,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,19.1,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",18.9 - < 20.4 : Q3,2,"(42.276913, -73.682168)"
Delaware,12,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,22.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",20.4 + : Q4,3,"(42.242972, -74.997944)"
Essex,15,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,18.8,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(44.166026, -73.685145)"
Franklin,16,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,22.3,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",20.4 + : Q4,3,"(44.705699, -74.340621)"
Fulton,17,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,19.3,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",18.9 - < 20.4 : Q3,2,"(43.06014, -74.331296)"
Greene,19,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,20.4,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",18.9 - < 20.4 : Q3,2,"(42.298326, -73.973376)"
Hamilton,20,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,11.3,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(43.618468, -74.395268)"
Montgomery,27,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,13.5,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(42.933637, -74.341972)"
Otsego,36,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,16.4,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(42.564852, -75.060334)"
Rensselaer,38,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,17.4,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(42.70098, -73.628669)"
Saratoga,41,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,14.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(43.00894, -73.786779)"
Schenectady,42,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,19.5,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",18.9 - < 20.4 : Q3,2,"(42.809233, -73.946838)"
Schoharie,43,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,20.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",18.9 - < 20.4 : Q3,2,"(42.643426, -74.434606)"
Warren,52,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,19.7,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",18.9 - < 20.4 : Q3,2,"(43.403024, -73.716044)"
Washington,53,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,20.9,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",20.4 + : Q4,3,"(43.289513, -73.454761)"
Northeastern New York,105,Northeastern New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,18.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
Allegany,2,Western New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,14.7,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(42.226801, -78.020567)"
Cattaraugus,4,Western New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,19.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",18.9 - < 20.4 : Q3,2,"(42.224267, -78.606673)"
Chautauqua,6,Western New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,19,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",18.9 - < 20.4 : Q3,2,"(42.246904, -79.315313)"
Erie,14,Western New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,16.4,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(42.888143, -78.795544)"
Genesee,18,Western New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,20.7,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",20.4 + : Q4,3,"(43.000121, -78.172679)"
Niagara,29,Western New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,20.6,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",20.4 + : Q4,3,"(43.134634, -78.856419)"
Orleans,34,Western New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,21.7,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",20.4 + : Q4,3,"(43.248394, -78.218438)"
Wyoming,56,Western New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,18,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 18.9 : Q1 & Q2,1,"(42.723641, -78.204473)"
Western New York,101,Western New York,g64,"Percentage obese (95th percentile or higher) - All students (elementary, middle and high school)",,,,Percentage,18,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
